Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,make,model,Transmission,Seats_coupe,Seats_family,Seats_large,Fuel_Diesel,Fuel_Electric,Fuel_LPG,Fuel_Petrol,Fuel_Diesel,Fuel_Electric,Fuel_LPG,Fuel_Petrol,location_Ahmedabad,location_Bangalore,location_Chennai,location_Coimbatore,location_Delhi,location_Hyderabad,location_Jaipur,location_Kochi,location_Kolkata,location_Mumbai,location_Pune,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
2018,20667,18.9,1197,81.86,5.0,7.55,Hyundai,Grand i10 1.2 Kappa Sportz AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2015,50000,24.2,1498,98.6,7.0,4.7,Honda,Mobilio S i DTEC,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2010,100030,18.8,1248,90.0,5.0,1.6,Tata,Manza Aqua Quadrajet,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2011,75372,16.52,1991,123.7,5.0,3.34,Chevrolet,Optra Magnum 2.0 LT,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2016,60475,18.0,1497,117.3,5.0,9.1,Honda,City i VTEC CVT VX,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2019,18453,18.9,1197,81.86,5.0,6.17,Hyundai,Grand i10 1.2 Kappa Sportz,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2008,96578,22.0,1582,126.2,5.0,2.5,Hyundai,Verna CRDi 1.6 SX,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2016,31001,18.44,1198,75.0,5.0,3.0,Nissan,Micra XL,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2012,65900,22.32,1582,126.32,5.0,5.75,Hyundai,Verna 1.6 SX,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2017,26246,15.29,1591,121.3,5.0,10.75,Hyundai,Creta 1.6 VTVT E Plus,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2013,62700,20.51,998,67.04,5.0,2.85,Maruti,Wagon R VXI BS IV,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2008,90000,10.2,2354,180.0,5.0,6.5,Honda,Accord 2.4 Elegance A/T,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2016,36000,16.8,1497,118.0,5.0,9.45,Honda,City 1.5 S AT,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,46000,27.39,1248,74.0,5.0,6.75,Maruti,Baleno Alpha 1.3,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2017,73003,26.0,1498,98.6,5.0,7.75,Honda,City i DTec V,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2014,46566,22.54,1396,88.76,5.0,4.4,Hyundai,i20 Era 1.4 CRDi,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2015,41493,13.0,2987,265.0,5.0,42.0,Mercedes-Benz,E-Class 2015-2017 E350 Edition E,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2014,103788,19.01,1461,108.5,5.0,5.67,Nissan,Terrano XV 110 PS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2016,45000,19.6,1461,108.45,5.0,11.5,Renault,Duster 110PS Diesel RxZ AMT,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2009,120000,18.9,998,67.1,5.0,1.69,Maruti,Wagon R LXI Minor,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2009,97359,17.1,1493,110.0,5.0,1.8,Hyundai,Getz 1.5 CRDi GVS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2016,62000,18.5,1197,85.8,5.0,3.2,Maruti,Ritz LXi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2019,18373,22.48,1995,187.74,5.0,45.86,BMW,5 Series 520d Sport Line,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2016,60453,16.47,1198,74.0,5.0,5.1,Volkswagen,Polo 1.2 MPI Highline,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2013,37000,17.8,1248,,5.0,4.85,Maruti,Swift VDI BSIV,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2010,69009,15.6,1196,70.0,5.0,2.4,Ford,Figo Petrol ZXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2013,30000,18.88,1995,184.0,5.0,22.0,BMW,3 Series 320d Luxury Line,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2012,70707,22.32,1582,126.32,5.0,4.28,Hyundai,Verna 1.6 SX CRDi (O),True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2015,64677,20.45,1461,83.8,5.0,5.67,Renault,Duster 85PS Diesel RxL,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2018,3000,18.9,1197,81.86,5.0,6.2,Hyundai,Grand i10 1.2 Kappa Magna AT,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2013,49000,17.05,1995,184.0,5.0,14.49,BMW,X1 sDrive20d,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2010,71000,21.1,1248,73.9,5.0,3.0,Maruti,Ritz VDi,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2010,52000,19.81,1086,68.05,5.0,2.25,Hyundai,i10 Era 1.1 iTech SE,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2016,35659,15.97,2993,258.0,7.0,43.78,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2019,5377,16.8,1497,116.3,5.0,11.45,Honda,City V MT Exclusive,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,65000,11.18,2696,184.0,7.0,10.5,Mahindra,Ssangyong Rexton RX7,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2015,92708,22.7,1498,89.84,5.0,7.48,Ford,Ecosport 1.5 DV5 MT Titanium Optional,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2010,48105,19.7,796,46.3,5.0,3.1,Maruti,Alto LXi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2011,46759,16.47,1198,74.0,5.0,2.55,Volkswagen,Polo 1.2 MPI Highline,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2013,62000,22.07,1199,73.9,5.0,3.5,Volkswagen,Polo Diesel Comfortline 1.2L,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2012,35175,22.07,1199,73.9,5.0,2.59,Volkswagen,Polo Diesel Highline 1.2L,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2013,70000,20.77,1248,88.8,7.0,5.45,Maruti,Ertiga ZDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2017,30000,22.77,1498,98.59,5.0,6.0,Ford,EcoSport 1.5 TDCi Ambiente,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2016,66618,11.36,2755,171.5,7.0,15.49,Toyota,Innova Crysta 2.8 ZX AT,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2010,69300,10.8,2497,150.0,5.0,12.5,BMW,5 Series 523i Sedan,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2017,148000,23.4,1248,74.0,5.0,4.75,Maruti,Swift Dzire Tour LDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2017,22000,18.88,999,123.24,5.0,7.85,Ford,Ecosport 1.0 Ecoboost Platinum Edition,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2013,75000,16.8,1493,110.0,5.0,6.0,Hyundai,Verna CRDi SX,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,43706,17.57,1193,88.7,5.0,4.0,Tata,Zest Revotron 1.2T XM,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2011,42000,14.4,2967,241.4,5.0,28.75,Audi,A7 2011-2015 3.0 TDI Quattro,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2012,65000,22.3,1248,74.0,5.0,2.5,Tata,Indica Vista Quadrajet VX,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2015,76128,26.59,1248,74.0,5.0,5.5,Maruti,Swift Dzire VDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2010,39852,16.0,1368,90.0,5.0,1.59,Fiat,Linea Emotion,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2017,18673,18.6,1197,81.83,5.0,6.22,Hyundai,i20 1.2 Spotz,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2016,11583,21.1,814,55.2,5.0,2.75,Hyundai,EON Era Plus,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2017,50000,17.9,2143,136.0,5.0,25.0,Mercedes-Benz,GLA Class 200 CDI SPORT,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2014,77000,23.1,998,67.04,5.0,2.8,Maruti,Celerio VXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2014,54890,17.8,1199,76.8,5.0,2.45,Chevrolet,Beat LT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2016,21000,19.0,1199,88.7,5.0,6.35,Honda,Jazz 1.2 V AT i VTEC Privilege,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2009,58557,16.07,1995,181.0,5.0,8.0,BMW,3 Series 320d Highline,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2014,70000,19.01,1461,108.45,5.0,8.25,Renault,Duster 110PS Diesel RxL,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2017,16000,17.01,1499,110.4,5.0,5.95,Ford,Figo 2015-2019 1.5P Titanium AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2018,8899,13.68,2393,147.8,7.0,19.92,Toyota,Innova Crysta 2.4 VX MT,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2016,83629,25.44,936,56.3,5.0,3.15,Chevrolet,Beat Diesel LS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,35059,17.21,1798,189.0,4.0,5.75,Volkswagen,Polo GTI,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2018,30552,10.91,3198,197.2,7.0,32.44,Ford,Endeavour 3.2 Trend AT 4X4,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2016,44875,22.32,1582,126.32,5.0,8.01,Hyundai,Verna 1.6 SX CRDI (O) AT,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2017,25095,18.16,1196,86.8,5.0,6.48,Ford,Figo 2015-2019 1.2P Titanium Opt MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2007,59000,16.1,796,37.0,4.0,0.75,Maruti,800 AC,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2014,36000,26.0,1498,98.6,5.0,5.0,Honda,City i DTEC V,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2012,37000,16.0,2179,140.0,7.0,7.75,Mahindra,XUV500 W8 2WD,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2010,90000,20.0,1399,68.0,5.0,2.6,Ford,Figo Diesel ZXI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2018,17000,17.0,1497,121.36,5.0,9.2,Ford,EcoSport 1.5 Petrol Titanium,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2015,42575,18.6,1197,81.83,5.0,5.05,Hyundai,i20 Asta 1.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2012,131000,12.99,2494,100.0,7.0,9.6,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2013,74000,20.46,1461,83.8,5.0,5.5,Renault,Duster 85PS Diesel RxL Optional,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2013,47234,12.99,2494,100.6,8.0,9.35,Toyota,Innova 2.5 VX (Diesel) 8 Seater,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2009,231673,17.0,1497,118.0,5.0,2.6,Honda,City 1.5 S MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2016,10000,24.07,998,67.1,5.0,3.5,Maruti,Alto K10 VXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2016,49389,19.49,1198,67.04,5.0,4.26,Nissan,Micra Active XL Petrol,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2016,12000,23.1,998,67.04,5.0,4.25,Maruti,Celerio VXI AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2010,65000,11.7,1796,178.0,5.0,11.75,Mercedes-Benz,New C-Class 200 Kompressor,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2013,177000,23.5,1498,88.7,5.0,3.5,Ford,Fiesta Diesel Style,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2015,89000,17.01,1591,121.3,5.0,7.5,Hyundai,Verna 1.6 VTVT S,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2009,72000,15.0,1396,100.0,5.0,3.25,Hyundai,i20 1.4 Asta (AT),False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2012,49000,17.5,1298,85.8,5.0,4.9,Maruti,Swift Dzire VXi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2014,51355,14.84,2143,170.0,5.0,27.0,Mercedes-Benz,New C-Class C 220CDIBE Avantgarde Command,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2017,13460,18.6,1197,81.86,5.0,8.91,Hyundai,Elite i20 Petrol Asta,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,35642,17.01,1591,121.4,5.0,6.69,Hyundai,Verna 1.6 VTVT EX AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,52895,17.3,1998,163.7,5.0,6.02,Chevrolet,Cruze LTZ,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2010,93000,14.28,1798,138.03,5.0,4.5,Toyota,Corolla Altis 1.8 G,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2011,70000,19.0,998,66.1,5.0,2.0,Maruti,A-Star Vxi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2012,32048,23.08,1461,63.1,5.0,2.4,Nissan,Micra Diesel XV Premium,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2013,4700,25.4,624,37.48,4.0,1.2,Tata,Nano LX,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2014,71800,23.4,1248,74.0,5.0,2.9,Maruti,Swift Dzire Tour LDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2016,45000,17.32,1968,184.0,5.0,27.0,Audi,Q3 2.0 TDI Quattro,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,15388,25.8,1498,98.6,5.0,7.5,Honda,Amaze VX i-DTEC,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004,98798,14.7,1599,104.0,5.0,1.5,Chevrolet,Optra 1.6 LS,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2016,43000,14.16,1968,174.3,5.0,39.5,Audi,Q5 2.0 TDI Premium Plus,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2012,85112,23.2,1248,73.94,5.0,3.39,Maruti,Ritz VDi,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2018,37804,15.4,2179,120.0,7.0,12.4,Mahindra,Scorpio S6 7 Seater,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,45000,28.09,1248,88.5,5.0,6.85,Maruti,Ciaz ZDi SHVS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2011,116000,21.43,1364,138.0,5.0,5.75,Toyota,Corolla Altis Aero D 4D J,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2015,100073,25.0,1396,69.0,5.0,2.0,Tata,Indica V2 eLS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2006,165000,16.1,796,37.0,4.0,0.9,Maruti,800 Std BSIII,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2015,22000,16.47,1198,74.0,5.0,3.8,Volkswagen,Polo 1.2 MPI Highline,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2017,9500,14.62,1999,149.92,5.0,16.35,Hyundai,Elantra 2.0 SX Option AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2012,152000,11.5,2982,169.0,7.0,16.5,Toyota,Fortuner 4x2 4 Speed AT,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2019,17705,21.4,1197,83.1,5.0,8.7,Maruti,Baleno Zeta 1.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016,12000,21.4,1197,83.1,5.0,6.1,Maruti,Baleno Zeta 1.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2013,51000,23.8,1998,112.0,5.0,21.94,Mini,Cooper Countryman D,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2009,42000,13.0,2987,210.0,5.0,22.0,Mercedes-Benz,S Class 2005 2013 320 CDI,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2015,51000,20.92,998,67.1,5.0,2.65,Maruti,Alto K10 LXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2017,42527,20.4,1197,81.8,5.0,5.27,Maruti,Swift VXI Optional,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,45000,22.1,1248,74.0,5.0,2.48,Chevrolet,Sail LT ABS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2011,70000,12.8,2494,102.0,8.0,6.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2009,92000,11.5,2982,171.0,7.0,8.9,Toyota,Fortuner 3.0 Diesel,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2012,57156,18.88,1995,184.0,5.0,18.0,BMW,3 Series 320d Sport Line,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2016,53211,16.8,1395,138.02,5.0,11.64,Skoda,Octavia Ambition 1.4 TSI MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2019,80000,11.5,2982,171.0,7.0,8.99,Toyota,Fortuner 3.0 Diesel,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2009,74000,15.5,1896,105.0,5.0,5.25,Volkswagen,Jetta 2007-2011 1.9 Highline TDI,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,37000,23.0,1396,90.0,5.0,2.95,Hyundai,i20 1.4 CRDi Asta,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2013,64000,21.02,1248,88.76,5.0,2.65,Tata,Manza Club Class Quadrajet90 LX,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2013,57197,15.04,1598,103.6,5.0,4.0,Volkswagen,Vento Petrol Highline,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2016,55000,17.6,1582,126.2,5.0,12.5,Hyundai,Creta 1.6 SX Automatic Diesel,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2014,33000,21.1,1197,85.8,5.0,3.25,Maruti,Ritz VXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2008,70000,13.1,1997,141.1,5.0,4.0,Honda,CR-V 2.0L 2WD MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2012,75000,15.1,2179,140.0,7.0,6.25,Mahindra,XUV500 W8 2WD,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2016,58095,21.66,1498,108.62,5.0,5.8,Volkswagen,Ameo 1.5 TDI Comfortline,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2015,7445,17.57,1193,88.7,5.0,5.0,Tata,Zest Revotron 1.2 XT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2016,17652,12.9,2993,270.88,5.0,58.73,Jaguar,XJ 3.0L Portfolio LWB,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2018,28321,14.28,1798,138.03,5.0,17.49,Toyota,Corolla Altis 1.8 VL CVT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2011,69000,19.0,998,66.1,5.0,1.95,Maruti,A-Star Vxi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2007,80000,11.1,2354,142.0,5.0,3.0,Honda,Accord VTi-L (AT),False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2014,42365,17.0,1197,80.0,5.0,5.5,Hyundai,i20 Asta (o),True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2013,123000,12.55,2982,168.5,7.0,16.5,Toyota,Fortuner 4x2 AT,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2011,40000,11.74,1796,186.0,5.0,14.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2016,30112,27.39,1248,74.0,5.0,7.79,Maruti,Baleno Alpha 1.3,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2017,43775,20.77,1248,88.76,7.0,8.27,Maruti,Ertiga VDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
